PMID,title,journal,nodeGroup,isSpikeNode
32585083,An In Vitro Microneutralization Assay for SARS-CoV-2 Serology and Drug Screening.,Current protocols in microbiology,9,1
32583729,Immunoinformatics study to search epitopes of spike glycoprotein from SARS-CoV-2 as potential vaccine.,Journal of biomolecular structure & dynamics,9,1
32583042,[Can SARS-CoV-2 infect the eye?-An overview of the receptor status in ocular tissue].,Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft,9,1
32582766,Does Early Childhood Vaccination Protect Against COVID-19?,Frontiers in molecular biosciences,9,1
32582719,Recent Understandings Toward Coronavirus Disease 2019 (COVID-19): From Bench to Bedside.,Frontiers in cell and developmental biology,9,1
32582134,Main Clinical Features of COVID-19 and Potential Prognostic and Therapeutic Value of the Microbiota in SARS-CoV-2 Infections.,Frontiers in microbiology,9,1
32581256,Recombinant human ACE2: potential therapeutics of SARS-CoV-2 infection and its complication.,Acta pharmacologica Sinica,9,1
32579059,"Screening of Chloroquine, Hydroxychloroquine and its derivatives for their binding affinity to multiple SARS-CoV-2 protein drug targets.",Journal of biomolecular structure & dynamics,9,1
32577696,Detection of SARS-CoV-2 neutralizing antibodies with a cell-free PCR assay.,medRxiv : the preprint server for health sciences,9,1
32577677,Serology confirms SARS-CoV-2 infection in PCR-negative children presenting with Paediatric Inflammatory Multi-System Syndrome.,medRxiv : the preprint server for health sciences,9,1
32577664,Heterogeneous expression of the SARS-Coronavirus-2 receptor ACE2 in the human respiratory tract.,bioRxiv : the preprint server for biology,9,1
32577661,Closing coronavirus spike glycoproteins by structure-guided design.,bioRxiv : the preprint server for biology,9,1
32577660,Structure-based Design of Prefusion-stabilized SARS-CoV-2 Spikes.,bioRxiv : the preprint server for biology,9,1
32577656,CoV3D: A database of high resolution coronavirus protein structures.,bioRxiv : the preprint server for biology,9,1
32577645,Structures of human antibodies bound to SARS-CoV-2 spike reveal common epitopes and recurrent features of antibodies.,bioRxiv : the preprint server for biology,9,1
32577644,Shielding and Beyond: The Roles of Glycans in SARS-CoV-2 Spike Protein.,bioRxiv : the preprint server for biology,9,1
32577634,SARS-CoV-2 mRNA Vaccine Development Enabled by Prototype Pathogen Preparedness.,bioRxiv : the preprint server for biology,9,1
32577631,Structural basis for potent neutralization of SARS-CoV-2 and role of antibody affinity maturation.,bioRxiv : the preprint server for biology,9,1
32575786,Coronavirus Disease 2019 (COVID-19): A Short Review on Hematological Manifestations.,"Pathogens (Basel, Switzerland)",9,1
32574336,"The Lung, the Heart, the Novel Coronavirus, and the Renin-Angiotensin System; The Need for Clinical Trials.",Frontiers in medicine,9,1
32574318,"New Insights of Emerging SARS-CoV-2: Epidemiology, Etiology, Clinical Features, Clinical Treatment, and Prevention.",Frontiers in cell and developmental biology,9,1
32574296,COVID19: A Systematic Approach to Early Identification and Healthcare Worker Protection.,Frontiers in public health,9,1
32574286,Coronavirus Disease 2019 (COVID-19) in Neonates and Children From China: A Review.,Frontiers in pediatrics,9,1
32574265,Lessons Learned to Date on COVID-19 Hyperinflammatory Syndrome: Considerations for Interventions to Mitigate SARS-CoV-2 Viral Infection and Detrimental Hyperinflammation.,Frontiers in immunology,9,1
32574261,Humoral Immune Responses in COVID-19 Patients: A Window on the State of the Art.,Frontiers in immunology,9,1
32574260,"Highlight of Immune Pathogenic Response and Hematopathologic Effect in SARS-CoV, MERS-CoV, and SARS-Cov-2 Infection.",Frontiers in immunology,9,1
32574248,Neurological Manifestations of COVID-19 (SARS-CoV-2): A Review.,Frontiers in neurology,9,1
32574237,Reducing the Fatality Rate of COVID-19 by Applying Clinical Insights From Immuno-Oncology and Lung Transplantation.,Frontiers in pharmacology,9,1
32573433,Antibodies to SARS-CoV-2 and their potential for therapeutic passive immunization.,eLife,9,1
32571838,A neutralizing human antibody binds to the N-terminal domain of the Spike protein of SARS-CoV-2.,"Science (New York, N.Y.)",9,1
32571182,Molecular Targets in the Chemotherapy of Coronavirus Infection.,Biochemistry. Biokhimiia,9,1
32571007,Nanotechnology for COVID-19: Therapeutics and Vaccine Research.,ACS nano,9,1
32569708,COVID-19: Review on latest available drugs and therapies against SARS-CoV-2. Coagulation and inflammation cross-talking.,Virus research,9,1
32568751,Abdominal Surgery in Patients With COVID-19: Detection of SARS-CoV-2 in Abdominal and Adipose Tissues.,Annals of surgery,9,1
32566896,Perspectives on the development of neutralizing antibodies against SARS-CoV-2.,Antibody therapeutics,9,1
32565626,Time series prediction of COVID-19 by mutation rate analysis using recurrent neural network-based LSTM model.,"Chaos, solitons, and fractals",9,1
32565603,Update on the target structures of SARS-CoV-2: A systematic review.,Indian journal of pharmacology,9,1
32565126,Targeting the SARS-CoV-2 spike glycoprotein prefusion conformation: virtual screening and molecular dynamics simulations applied to the identification of potential fusion inhibitors.,Virus research,9,1
32563814,Fight against novel coronavirus: A perspective of medicinal chemists.,European journal of medicinal chemistry,9,1
32562913,Increased susceptibility of SARS-CoV2 infection on oral cancer patients; cause and effects: An hypothesis.,Medical hypotheses,9,1
32561270,Analysis of a SARS-CoV-2-Infected Individual Reveals Development of Potent Neutralizing Antibodies with Limited Somatic Mutation.,Immunity,9,1
32559081,Developing a Fully Glycosylated Full-Length SARS-CoV-2 Spike Protein Model in a Viral Membrane.,The journal of physical chemistry. B,9,1
32558620,COVID-19-associated coagulopathy: An exploration of mechanisms.,"Vascular medicine (London, England)",9,1
32557270,Conditionally Reprogrammed Human Normal Airway Epithelial Cells at ALI: A Physiological Model for Emerging Viruses.,Virologica Sinica,9,1
32555466,COVIDep: a web-based platform for real-time reporting of vaccine target recommendations for SARS-CoV-2.,Nature protocols,9,1
32555446,Overview of therapeutic drug research for COVID-19 in China.,Acta pharmacologica Sinica,9,1
32555182,Cryo-EM structures of HKU2 and SADS-CoV spike glycoproteins provide insights into coronavirus evolution.,Nature communications,9,1
32554907,Current global vaccine and drug efforts against COVID-19: Pros and cons of bypassing animal trials.,Journal of biosciences,9,1
32553928,"Potential inhibitors of the interaction between ACE2 and SARS-CoV-2 (RBD), to develop a drug.",Life sciences,9,1
32552462,Identification of bioactive compounds from <i>Glycyrrhiza glabra</i> as possible inhibitor of SARS-CoV-2 spike glycoprotein and non-structural protein-15: a pharmacoinformatics study.,Journal of biomolecular structure & dynamics,9,1
32551862,Novel insights on the pulmonary vascular consequences of COVID-19.,American journal of physiology. Lung cellular and molecular physiology,9,1
32551652,Critical Differences between the Binding Features of the Spike Proteins of SARS-CoV-2 and SARS-CoV.,The journal of physical chemistry. B,9,1
32551648,The Discovery of a Putative Allosteric Site in the SARS-CoV-2 Spike Protein Using an Integrated Structural/Dynamic Approach.,Journal of proteome research,9,1
32551560,Discovery of Aptamers Targeting the Receptor-Binding Domain of the SARS-CoV-2 Spike Glycoprotein.,Analytical chemistry,9,1
32550783,Coronavirus Disease 2019 (COVID-19) From the Point of View of Neurologists: Observation of Neurological Findings and Symptoms During the Combat Against a Pandemic.,Noro psikiyatri arsivi,9,1
32550040,Role and mechanism of angiotensin-converting enzyme 2 in acute lung injury in coronavirus disease 2019.,Chronic diseases and translational medicine,9,1
32549334,Systematic Review of Clinical Insights into Novel Coronavirus (CoVID-19) Pandemic: Persisting Challenges in U.S. Rural Population.,International journal of environmental research and public health,9,1
32547039,Influence of COVID-19 on Cerebrovascular Disease and its Possible Mechanism.,Neuropsychiatric disease and treatment,9,1
32546606,The Nucleocapsid Protein of SARS-CoV-2: a Target for Vaccine Development.,Journal of virology,9,1
32544884,<i>De novo</i> design of protein peptides to block association of the SARS-CoV-2 spike protein with human ACE2.,Aging,9,1
32544725,Current emerging SARS-CoV-2 pandemic: Potential direct/indirect negative impacts of virus persistence and related therapeutic drugs on the aquatic compartments.,Environmental research,9,1
32544429,"Insights into SARS-CoV-2 genome, structure, evolution, pathogenesis and therapies: Structural genomics approach.",Biochimica et biophysica acta. Molecular basis of disease,9,1
32544071,Identification of Symptoms Prognostic of COVID-19 Severity: Multivariate Data Analysis of a Case Series in Henan Province.,Journal of medical Internet research,9,1
32544024,An <i>in silico</i> approach for identification of novel inhibitors as potential therapeutics targeting COVID-19 main protease.,Journal of biomolecular structure & dynamics,9,1
32543978,Computational investigation on <i>Andrographis paniculata</i> phytochemicals to evaluate their potency against SARS-CoV-2 in comparison to known antiviral compounds in drug trials.,Journal of biomolecular structure & dynamics,9,1
32543353,SARS-CoV-2 genomic surveillance in Taiwan revealed novel ORF8-deletion mutant and clade possibly associated with infections in Middle East.,Emerging microbes & infections,9,1
32543176,Infection Risk Assessment of COVID-19 through Aerosol Transmission: a Case Study of South China Seafood Market.,Environmental science & technology,9,1
32540902,Potent neutralizing antibodies from COVID-19 patients define multiple targets of vulnerability.,"Science (New York, N.Y.)",9,1
32540901,Studies in humanized mice and convalescent humans yield a SARS-CoV-2 antibody cocktail.,"Science (New York, N.Y.)",9,1
32540428,Eltrombopag is a potential target for drug intervention in SARS-CoV-2 spike protein.,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",9,1
32540350,Coronavirus Disease-19 Has Come Home to Roost in Gastroenterology.,Gastroenterology,9,1
32540268,COVID-19 and Kidney Disease: Molecular Determinants and Clinical Implications in Renal Cancer.,European urology focus,9,1
32539378,Inhibitors of SARS-CoV-2 Entry: Current and Future Opportunities.,Journal of medicinal chemistry,9,1
32538738,Molecular simulation of SARS-CoV-2 spike protein binding to pangolin ACE2 or human ACE2 natural variants reveals altered susceptibility to infection.,The Journal of general virology,9,1
32536162,Role of RNA Guanine Quadruplexes in Favoring the Dimerization of SARS Unique Domain in Coronaviruses.,The journal of physical chemistry letters,9,1
32534109,Involvement of cardiovascular system as the critical point in coronavirus disease 2019 (COVID-19) prognosis and recovery.,Hellenic journal of cardiology : HJC = Hellenike kardiologike epitheorese,9,1
32533062,Overview of lethal human coronaviruses.,Signal transduction and targeted therapy,9,1
32532959,The role of furin cleavage site in SARS-CoV-2 spike protein-mediated membrane fusion in the presence or absence of trypsin.,Signal transduction and targeted therapy,9,1
32530389,SARS-CoV-2 infection of the nervous system: A review of the literature on neurological involvement in novel coronavirus disease-(COVID-19).,Bosnian journal of basic medical sciences,9,1
32529116,Chemistry and Biology of SARS-CoV-2.,Chem,9,1
32528815,Genome-Wide Identification and Characterization of Point Mutations in the SARS-CoV-2 Genome.,Osong public health and research perspectives,9,1
32528732,Universal coronavirus vaccines: the time to start is now.,NPJ vaccines,9,1
32527713,In Silico computational screening of Kabasura Kudineer - Official Siddha Formulation and JACOM against SARS-CoV-2 spike protein.,Journal of Ayurveda and integrative medicine,9,1
32527699,[The RAAS and SARS-CoV-2: A riddle to solve].,Hipertension y riesgo vascular,9,1
32526282,Computational modelling of flavivirus dynamics: The ins and outs.,"Methods (San Diego, Calif.)",9,1
32524253,mRNA Vaccines: Possible Tools to Combat SARS-CoV-2.,Virologica Sinica,9,1
32523109,Molecular structure analyses suggest strategies to therapeutically target SARS-CoV-2.,Nature communications,9,1
32522874,Genomic determinants of pathogenicity in SARS-CoV-2 and other human coronaviruses.,Proceedings of the National Academy of Sciences of the United States of America,9,1
32522207,COVID-19: viral-host interactome analyzed by network based-approach model to study pathogenesis of SARS-CoV-2 infection.,Journal of translational medicine,9,1
32522037,A Case Series of Patients Coinfected With Influenza and COVID-19.,Journal of investigative medicine high impact case reports,9,1
32518072,Culture-Based Virus Isolation To Evaluate Potential Infectivity of Clinical Specimens Tested for COVID-19.,Journal of clinical microbiology,9,1
32516571,Pathogenesis of SARS-CoV-2 in Transgenic Mice Expressing Human Angiotensin-Converting Enzyme 2.,Cell,9,1
32515358,Mutations in SARS-CoV-2 viral RNA identified in Eastern India: Possible implications for the ongoing outbreak in India and impact on viral structure and host susceptibility.,Journal of biosciences,9,1
32514683,Systematic review of the prevalence of current smoking among hospitalized COVID-19 patients in China: could nicotine be a therapeutic option?: Comment.,Internal and emergency medicine,9,1
32513867,Antibody signature induced by SARS-CoV-2 spike protein immunogens in rabbits.,Science translational medicine,9,1
32513514,The biological characteristics of SARS-CoV-2 spike protein Pro330-Leu650.,Vaccine,9,1
32512386,Proteolytic Cleavage of the SARS-CoV-2 Spike Protein and the Role of the Novel S1/S2 Site.,iScience,9,1
32512362,"Assessing the relationship between surface levels of PM2.5 and PM10 particulate matter impact on COVID-19 in Milan, Italy.",The Science of the total environment,9,1
32512271,An approach towards development of monoclonal IgY antibodies against SARS CoV-2 spike protein (S) using phage display method: A review.,International immunopharmacology,9,1
32511912,COVID-19: Drug Targets and Potential Treatments.,Journal of medicinal chemistry,9,1
32511628,ACE2 levels are altered in comorbidities linked to severe outcome in COVID-19.,medRxiv : the preprint server for health sciences,9,1
32511619,"Fast spread of COVID-19 in Europe and the US suggests the necessity of early, strong and comprehensive interventions.",medRxiv : the preprint server for health sciences,9,1
32511607,Clinical Decision Support Tool and Rapid Point-of-Care Platform for Determining Disease Severity in Patients with COVID-19.,medRxiv : the preprint server for health sciences,9,1
32511472,Standardization of enzyme-linked immunosorbent assays for serosurveys of the SARS-CoV-2 pandemic using clinical and at-home blood sampling.,medRxiv : the preprint server for health sciences,9,1
32511463,Symptomatic SARS-CoV-2 infections display specific IgG Fc structures.,medRxiv : the preprint server for health sciences,9,1
32511445,Detection of Nucleocapsid Antibody to SARS-CoV-2 is More Sensitive than Antibody to Spike Protein in COVID-19 Patients.,medRxiv : the preprint server for health sciences,9,1
32511441,A serological assay to detect SARS-CoV-2 seroconversion in humans.,medRxiv : the preprint server for health sciences,9,1
32511418,Optimizing high-yield production of SARS-CoV-2 soluble spike trimers for serology assays.,bioRxiv : the preprint server for biology,9,1
32511391,Baseline pulmonary levels of CD8+ T cells and NK cells inversely correlate with expression of the SARS-CoV-2 entry receptor ACE2.,bioRxiv : the preprint server for biology,9,1
32511389,Modeling and Simulation of a Fully-glycosylated Full-length SARS-CoV-2 Spike Protein in a Viral Membrane.,bioRxiv : the preprint server for biology,9,1
32511375,A single-cell RNA expression map of human coronavirus entry factors.,bioRxiv : the preprint server for biology,9,1
32511374,An insertion unique to SARS-CoV-2 exhibits superantigenic character strengthened by recent mutations.,bioRxiv : the preprint server for biology,9,1
32511367,"A modular framework for multiscale multicellular spatial modeling of viral infection, immune response and drug therapy timing and efficacy in epithelial tissues: A multiscale model of viral infection in epithelial tissues.",bioRxiv : the preprint server for biology,9,1
32511365,A replication-competent vesicular stomatitis virus for studies of SARS-CoV-2 spike-mediated cell entry and its inhibition.,bioRxiv : the preprint server for biology,9,1
32511362,Static All-Atom Energetic Mappings of the SARS-Cov-2 Spike Protein with Potential Latch Identification of the Down State Protomer.,bioRxiv : the preprint server for biology,9,1
32511359,Architecture and self-assembly of the SARS-CoV-2 nucleocapsid protein.,bioRxiv : the preprint server for biology,9,1
32511343,Controlling the SARS-CoV-2 Spike Glycoprotein Conformation.,bioRxiv : the preprint server for biology,9,1
32511342,Characterization of neutralizing antibodies from a SARS-CoV-2 infected individual.,bioRxiv : the preprint server for biology,9,1
32511337,Broad sarbecovirus neutralizing antibodies define a key site of vulnerability on the SARS-CoV-2 spike protein.,bioRxiv : the preprint server for biology,9,1
32511336,Site-specific analysis of the SARS-CoV-2 glycan shield.,bioRxiv : the preprint server for biology,9,1
32511333,COVID-19 coronavirus vaccine design using reverse vaccinology and machine learning.,bioRxiv : the preprint server for biology,9,1
32511332,Validation of a SARS-CoV-2 spike protein ELISA for use in contact investigations and serosurveillance.,bioRxiv : the preprint server for biology,9,1
32511330,Comparative ACE2 variation and primate COVID-19 risk.,bioRxiv : the preprint server for biology,9,1
32511322,Rapid community-driven development of a SARS-CoV-2 tissue simulator.,bioRxiv : the preprint server for biology,9,1
32511321,The sequence of human ACE2 is suboptimal for binding the S spike protein of SARS coronavirus 2.,bioRxiv : the preprint server for biology,9,1
32511317,Cross-reactive antibody response between SARS-CoV-2 and SARS-CoV infections.,bioRxiv : the preprint server for biology,9,1
32511307,Analysis of the SARS-CoV-2 spike protein glycan shield: implications for immune recognition.,bioRxiv : the preprint server for biology,9,1
32511301,Genomic determinants of pathogenicity in SARS-CoV-2 and other human coronaviruses.,bioRxiv : the preprint server for biology,9,1
32511299,Respiratory disease and virus shedding in rhesus macaques inoculated with SARS-CoV-2.,bioRxiv : the preprint server for biology,9,1
32511298,A Cryptic Site of Vulnerability on the Receptor Binding Domain of the SARS-CoV-2 Spike Glycoprotein.,bioRxiv : the preprint server for biology,9,1
32510978,Overcoming Barriers: The Endothelium As a Linchpin of Coronavirus Disease 2019 Pathogenesis?,"Arteriosclerosis, thrombosis, and vascular biology",9,1
32507543,Spiking Pandemic Potential: Structural and Immunological Aspects of SARS-CoV-2.,Trends in microbiology,9,1
32507520,[COVID-19: Pathogenesis of a multi-faceted disease].,La Revue de medecine interne,9,1
32506725,"Dengue Fever, COVID-19 (SARS-CoV-2), and Antibody-Dependent Enhancement (ADE): A Perspective.",Cytometry. Part A : the journal of the International Society for Analytical Cytology,9,1
32504802,Optimizing high-yield production of SARS-CoV-2 soluble spike trimers for serology assays.,Protein expression and purification,9,1
32504450,Dysfunctional Coagulation in COVID-19: From Cell to Bedside.,Advances in therapy,9,1
32504168,Impact of glycoscience in fighting Covid-19.,Glycoconjugate journal,9,1
32504046,Implications of antibody-dependent enhancement of infection for SARS-CoV-2 countermeasures.,Nature biotechnology,9,1
32503918,Enhanced receptor binding of SARS-CoV-2 through networks of hydrogen-bonding and hydrophobic interactions.,Proceedings of the National Academy of Sciences of the United States of America,9,1
32503180,Fatal Outcomes of COVID-19 in Patients with Severe Acute Kidney Injury.,Journal of clinical medicine,9,1
32502733,Exploring the genomic and proteomic variations of SARS-CoV-2 spike glycoprotein: A computational biology approach.,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",9,1
32501378,COVID-19 created chaos across the globe: Three novel quarantine epidemic models.,"Chaos, solitons, and fractals",9,1
32499154,Covid-19 Pandemic and Current Medical Interventions.,Archives of medical research,9,1
32498696,COVID-19 preclinical models: human angiotensin-converting enzyme 2 transgenic mice.,Human genomics,9,1
32498376,Neutrophils and Neutrophil Extracellular Traps Drive Necroinflammation in COVID-19.,Cells,9,1
32498076,Association of hypertension and antihypertensive treatment with COVID-19 mortality: a retrospective observational study.,European heart journal,9,1
32497632,"Potential therapeutic targets for combating SARS-CoV-2: Drug repurposing, clinical trials and recent advancements.",Life sciences,9,1
32493627,Structural Proteins in Severe Acute Respiratory Syndrome Coronavirus-2.,Archives of medical research,9,1
32493370,Lactate dehydrogenase and susceptibility to deterioration of mild COVID-19 patients: a multicenter nested case-control study.,BMC medicine,9,1
32493004,"Principles for Managing Patients with Spinal Ailments in the Coronavirus Disease 2019 Era: What Do We Know So Far? An Evidence-Based, Narrative Review.",Asian spine journal,9,1
32492407,Pandemic Preparedness: Developing Vaccines and Therapeutic Antibodies For COVID-19.,Cell,9,1
32490853,Clinical decision support tool and rapid point-of-care platform for determining disease severity in patients with COVID-19.,Lab on a chip,9,1
32486477,"Development of a Portable, Ultra-Rapid and Ultra-Sensitive Cell-Based Biosensor for the Direct Detection of the SARS-CoV-2 S1 Spike Protein Antigen.","Sensors (Basel, Switzerland)",9,1
32486364,Nanomaterials and Nanotechnology-Associated Innovations against Viral Infections with a Focus on Coronaviruses.,"Nanomaterials (Basel, Switzerland)",9,1
32485970,"A Review on SARS-CoV-2 Virology, Pathophysiology, Animal Models, and Anti-Viral Interventions.","Pathogens (Basel, Switzerland)",9,1
32485205,The endosomal lipid bis(monoacylglycero) phosphate as a potential key player in the mechanism of action of chloroquine against SARS-COV-2 and other enveloped viruses hijacking the endocytic pathway.,Biochimie,9,1
32483236,Two linear epitopes on the SARS-CoV-2 spike protein that elicit neutralising antibodies in COVID-19 patients.,Nature communications,9,1
32481690,Broad-Spectrum Coronavirus Fusion Inhibitors to Combat COVID-19 and Other Emerging Coronavirus Diseases.,International journal of molecular sciences,9,1
32479908,Nasoseptal Flap Necrosis After Endoscopic Skull Base Surgery in the Setting of COVID-19 Pandemic.,World neurosurgery,9,1
32479856,SARS-CoV-2 entry in host cells-multiple targets for treatment and prevention.,Biochimie,9,1
32479816,"An update on SARS-CoV-2/COVID-19 with particular reference to its clinical pathology, pathogenesis, immunopathology and mitigation strategies.",Travel medicine and infectious disease,9,1
32478897,Conditional cell reprogramming for modeling host-virus interactions and human viral diseases.,Journal of medical virology,9,1
32478523,Comparing the Binding Interactions in the Receptor Binding Domains of SARS-CoV-2 and SARS-CoV.,The journal of physical chemistry letters,9,1
32478289,The origin of SARS-CoV-2 in Istanbul: Sequencing findings from the epicenter of the pandemic in Turkey.,Northern clinics of Istanbul,9,1
32475807,"Novel corona virus disease (COVID-19) awareness among the dental interns, dental auxiliaries and dental specialists in Saudi Arabia: A nationwide study.",Journal of infection and public health,9,1
32475759,IL-6: Relevance for immunopathology of SARS-CoV-2.,Cytokine & growth factor reviews,9,1
32474092,Coronavirus 2019 (COVID-19)-Associated Encephalopathies and Cerebrovascular Disease: The New Orleans Experience.,World neurosurgery,9,1
32473352,Understanding the B and T cell epitopes of spike protein of severe acute respiratory syndrome coronavirus-2: A computational way to predict the immunogens.,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",9,1
32473109,Treatment of Coronavirus Disease 2019 (COVID-19) Patients with Convalescent Plasma.,The American journal of pathology,9,1
32470316,"Investigation and Serologic Follow-Up of Contacts of an Early Confirmed Case-Patient with COVID-19, Washington, USA.",Emerging infectious diseases,9,1
32469989,Statistical analysis of the impact of environmental temperature on the exponential growth rate of cases infected by COVID-19.,PloS one,9,1
32469436,"Physicochemical properties of SARS-CoV-2 for drug targeting, virus inactivation and attenuation, vaccine formulation and quality control.",Electrophoresis,9,1
32468014,Comprehensive analysis of drugs to treat SARS‑CoV‑2 infection: Mechanistic insights into current COVID‑19 therapies (Review).,International journal of molecular medicine,9,1
32463239,Is the Rigidity of SARS-CoV-2 Spike Receptor-Binding Motif the Hallmark for Its Enhanced Infectivity? Insights from All-Atom Simulations.,The journal of physical chemistry letters,9,1
32461612,Vulnerabilities in coronavirus glycan shields despite extensive glycosylation.,Nature communications,9,1
32459123,Mechanistic inferences from clinical reports of SARS-CoV-2.,"Infectious diseases (London, England)",9,1
32458206,Potential new treatment strategies for COVID-19: is there a role for bromhexine as add-on therapy?,Internal and emergency medicine,9,1
32458149,Can Zn Be a Critical Element in COVID-19 Treatment?,Biological trace element research,9,1
32456011,"The Role of Extracellular Vesicles as Allies of HIV, HCV and SARS Viruses.",Viruses,9,1
32455942,Potential Therapeutic Targeting of Coronavirus Spike Glycoprotein Priming.,"Molecules (Basel, Switzerland)",9,1
32454066,High Expression of ACE2 on Keratinocytes Reveals Skin as a Potential Target for SARS-CoV-2.,The Journal of investigative dermatology,9,1
32451271,Coronavirus Disease-2019 (COVID-19) and Cardiovascular Complications.,Journal of cardiothoracic and vascular anesthesia,9,1
32451080,A possible strategy to fight COVID-19: Interfering with spike glycoprotein trimerization.,Biochemical and biophysical research communications,9,1
32450774,"A call to research: the relationship between SARS-2-CoV, ACE 2 and antihypertensives.",Pathogens and global health,9,1
32450171,Coronaviruses pandemics: Can neutralizing antibodies help?,Life sciences,9,1
32448085,Repurposing approved drugs as inhibitors of SARS-CoV-2 S-protein from molecular modeling and virtual screening.,Journal of biomolecular structure & dynamics,9,1
32446801,SARS-CoV-2 and diabetes: New challenges for the disease.,Diabetes research and clinical practice,9,1
32445924,Overwhelming mutations or SNPs of SARS-CoV-2: A point of caution.,Gene,9,1
32445134,COVID-19 Disease and Ophthalmology: An Update.,Ophthalmology and therapy,9,1
32443810,"A Structural View of SARS-CoV-2 RNA Replication Machinery: RNA Synthesis, Proofreading and Final Capping.",Cells,9,1
32442210,The hallmarks of COVID-19 disease.,PLoS pathogens,9,1
32441299,Glecaprevir and Maraviroc are high-affinity inhibitors of SARS-CoV-2 main protease: possible implication in COVID-19 therapy.,Bioscience reports,9,1
32439646,Hemorrhagic Posterior Reversible Encephalopathy Syndrome as a Manifestation of COVID-19 Infection.,AJNR. American journal of neuroradiology,9,1
32439306,Management and Treatment of COVID-19: The Chinese Experience.,The Canadian journal of cardiology,9,1
32438331,Diabetes and metabolic syndrome as risk factors for COVID-19.,Diabetes & metabolic syndrome,9,1
32437478,Harnessing the natural anti-glycan immune response to limit the transmission of enveloped viruses such as SARS-CoV-2.,PLoS pathogens,9,1
32437316,"Pathology and Pathogenesis of SARS-CoV-2 Associated with Fatal Coronavirus Disease, United States.",Emerging infectious diseases,9,1
32435607,Potential Role of ACE2 in Coronavirus Disease 2019 (COVID-19) Prevention and Management.,Journal of translational internal medicine,9,1
32433345,The pharmacological development of direct acting agents for emerging needed therapy against severe acute respiratory syndrome coronavirus-2.,Journal of the Chinese Medical Association : JCMA,9,1
32433217,"SARS-CoV-2/COVID-19: Evolving Reality, Global Response, Knowledge Gaps, and Opportunities.","Shock (Augusta, Ga.)",9,1
32432217,"COVID-19 Special Column: Principles Behind the Technology for Detecting SARS-CoV-2, the Cause of COVID-19.",Hawai'i journal of health & social welfare,9,1
32431818,Visualizing an unseen enemy; mobilizing structural biology to counter COVID-19.,IUCrJ,9,1
32430427,COVID-19 and vaping: risk for increased susceptibility to SARS-CoV-2 infection?,The European respiratory journal,9,1
32429032,Optimizing Anti-Viral Vaccine Responses: Input from a Non-Specialist.,"Antibiotics (Basel, Switzerland)",9,1
32428835,Advances in the relationship between coronavirus infection and cardiovascular diseases.,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,9,1
32427334,Sensitivity in Detection of Antibodies to Nucleocapsid and Spike Proteins of Severe Acute Respiratory Syndrome Coronavirus 2 in Patients With Coronavirus Disease 2019.,The Journal of infectious diseases,9,1
32426374,Cardiovascular Impairment in COVID-19: Learning From Current Options for Cardiovascular Anti-Inflammatory Therapy.,Frontiers in cardiovascular medicine,9,1
32426212,Cross-reactive Antibody Response between SARS-CoV-2 and SARS-CoV Infections.,Cell reports,9,1
32425955,Potential SARS-CoV-2 Preimmune IgM Epitopes.,Frontiers in immunology,9,1
32425270,Potent Neutralizing Antibodies against SARS-CoV-2 Identified by High-Throughput Single-Cell Sequencing of Convalescent Patients' B Cells.,Cell,9,1
32425237,COVID-19: Current Knowledge and Best Practices for Orthopaedic Surgeons.,Indian journal of orthopaedics,9,1
32425000,An overview of COVID-19.,Journal of Zhejiang University. Science. B,9,1
32423094,"COVID-19 and Individual Genetic Susceptibility/Receptivity: Role of ACE1/ACE2 Genes, Immunity, Inflammation and Coagulation. Might the Double X-chromosome in Females Be Protective against SARS-CoV-2 Compared to the Single X-Chromosome in Males?",International journal of molecular sciences,9,1
32423059,Recent Insight into SARS-CoV2 Immunopathology and Rationale for Potential Treatment and Preventive Strategies in COVID-19.,Vaccines,9,1
32422996,Highly Conserved Homotrimer Cavity Formed by the SARS-CoV-2 Spike Glycoprotein: A Novel Binding Site.,Journal of clinical medicine,9,1
32420674,Three months of COVID-19: A systematic review and meta-analysis.,Reviews in medical virology,9,1
32418550,Are Iranian Sulfur Mustard Gas-Exposed Survivors More Vulnerable to SARS-CoV-2? Some Similarity in Their Pathogenesis.,Disaster medicine and public health preparedness,9,1
32417181,COVID-19: CADD to the rescue.,Virus research,9,1
32417124,"COVID-19, SARS and MERS: A neurological perspective.",Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,9,1
32416259,On the interactions of the receptor-binding domain of SARS-CoV-1 and SARS-CoV-2 spike proteins with monoclonal antibodies and the receptor ACE2.,Virus research,9,1
32416074,A Novel Bat Coronavirus Closely Related to SARS-CoV-2 Contains Natural Insertions at the S1/S2 Cleavage Site of the Spike Protein.,Current biology : CB,9,1
32415260,Key residues of the receptor binding motif in the spike protein of SARS-CoV-2 that interact with ACE2 and neutralizing antibodies.,Cellular & molecular immunology,9,1
